id,image_id,area,category_id,video_id,track_id,bbox_x,bbox_y,bbox_w,bbox_h
136587,17243,2475,2,8,367,2541,1763,45,55
136588,17243,7224,1,8,368,2206,1571,86,84
136589,17243,3685,2,8,369,2259,1399,67,55
136596,17244,7811,2,8,366,2508,1900,107,73
136597,17244,2322,2,8,367,2542,1750,43,54
136598,17244,7310,1,8,368,2205,1560,86,85
136599,17244,3864,2,8,369,2257,1387,69,56
136606,17245,7811,2,8,366,2507,1887,107,73
136607,17245,2120,2,8,367,2543,1737,40,53
136608,17245,7396,1,8,368,2205,1549,86,86
136609,17245,3990,2,8,369,2256,1375,70,57
136616,17246,7811,2,8,366,2507,1875,107,73
136617,17246,2014,2,8,367,2543,1724,38,53
136618,17246,7482,1,8,368,2204,1538,87,86
136619,17246,4176,2,8,369,2255,1363,72,58
136626,17247,8056,2,8,366,2508,1860,106,76
136627,17247,1820,2,8,367,2544,1711,35,52
136628,17247,7569,1,8,368,2204,1527,87,87
136629,17247,4292,2,8,369,2254,1351,74,58
136636,17248,7950,2,8,366,2508,1847,106,75
136637,17248,1683,2,8,367,2545,1698,33,51
136638,17248,7744,1,8,368,2204,1516,88,88
136639,17248,4484,2,8,369,2253,1339,76,59
136647,17249,7950,2,8,366,2508,1834,106,75
136648,17249,1768,2,8,367,2545,1685,34,52
136649,17249,7832,1,8,368,2204,1505,88,89
136650,17249,4602,2,8,369,2251,1326,78,59
136658,17250,7844,2,8,366,2508,1822,106,74
136659,17250,1855,2,8,367,2545,1673,35,53
136660,17250,7921,1,8,368,2203,1494,89,89
136661,17250,4800,2,8,369,2250,1314,80,60
136669,17251,7844,2,8,366,2508,1809,106,74
136670,17251,1944,2,8,367,2545,1660,36,54
136671,17251,8010,1,8,368,2203,1483,89,90
136672,17251,4920,2,8,369,2249,1302,82,60
136680,17252,7665,2,8,366,2507,1796,105,73
136681,17252,2016,2,8,367,2546,1647,36,56
136682,17252,7921,1,8,368,2202,1472,89,89
136683,17252,5124,2,8,369,2248,1290,84,61
136692,17253,7665,2,8,366,2507,1783,105,73
136693,17253,2109,2,8,367,2546,1634,37,57
136694,17253,7744,1,8,368,2201,1460,88,88
136695,17253,5146,2,8,369,2251,1278,83,62
136704,17254,7560,2,8,366,2507,1771,105,72
136705,17254,2204,2,8,367,2546,1622,38,58
136706,17254,7656,1,8,368,2199,1449,88,87
136707,17254,5103,2,8,369,2254,1265,81,63
136716,17255,7560,2,8,366,2507,1758,105,72
136717,17255,2301,2,8,367,2546,1609,39,59
136718,17255,7569,1,8,368,2198,1437,87,87
136719,17255,5200,2,8,369,2257,1253,80,65
136728,17256,7455,2,8,366,2507,1745,105,71
136729,17256,2318,2,8,367,2546,1596,38,61
136730,17256,7482,1,8,368,2197,1426,87,86
136731,17256,5148,2,8,369,2260,1240,78,66
136740,17257,7560,2,8,366,2507,1732,105,72
136741,17257,2268,2,8,367,2546,1583,36,63
136742,17257,7310,1,8,368,2196,1414,86,85
136743,17257,5159,2,8,369,2263,1228,77,67
136752,17258,7665,2,8,366,2506,1718,105,73
136753,17258,2275,2,8,367,2547,1569,35,65
136754,17258,7224,1,8,368,2194,1403,86,84
136755,17258,5100,2,8,369,2266,1215,75,68
136764,17259,7770,2,8,366,2506,1705,105,74
136765,17259,2211,2,8,367,2547,1556,33,67
136766,17259,7055,1,8,368,2193,1391,85,83
136767,17259,5175,2,8,369,2267,1203,75,69
136776,17260,7980,2,8,366,2506,1691,105,76
136777,17260,2208,2,8,367,2547,1543,32,69
136778,17260,6800,1,8,368,2192,1380,85,80
136779,17260,5175,2,8,369,2269,1190,75,69
136788,17261,8085,2,8,366,2506,1678,105,77
136789,17261,2208,2,8,367,2546,1530,32,69
136790,17261,6536,1,8,368,2191,1368,86,76
136791,17261,5250,2,8,369,2270,1178,75,70
136800,17262,8190,2,8,366,2505,1664,105,78
136801,17262,2277,2,8,367,2546,1517,33,69
136802,17262,6278,1,8,368,2189,1357,86,73
136803,17262,5250,2,8,369,2271,1166,75,70
136812,17263,8295,2,8,366,2505,1651,105,79
136813,17263,2277,2,8,367,2545,1504,33,69
136814,17263,5934,1,8,368,2188,1345,86,69
136815,17263,5325,2,8,369,2272,1153,75,71
136824,17264,8160,2,8,366,2505,1638,102,80
136825,17264,2346,2,8,367,2545,1491,34,69
136826,17264,6020,1,8,368,2187,1334,86,70
136827,17264,5325,2,8,369,2274,1141,75,71
136836,17265,7979,2,8,366,2505,1625,101,79
136837,17265,2346,2,8,367,2544,1478,34,69
136838,17265,6035,1,8,368,2186,1323,85,71
136839,17265,5400,2,8,369,2275,1128,75,72
136848,17266,7878,2,8,366,2504,1612,101,78
136849,17266,2346,2,8,367,2544,1465,34,69
136850,17266,6035,1,8,368,2185,1312,85,71
136851,17266,5400,2,8,369,2276,1116,75,72
136860,17267,7700,2,8,366,2504,1600,100,77
136861,17267,2310,2,8,367,2544,1453,33,70
136862,17267,6048,1,8,368,2184,1301,84,72
136863,17267,5548,2,8,369,2277,1106,76,73
136872,17268,7600,2,8,366,2503,1587,100,76
136873,17268,2310,2,8,367,2545,1440,33,70
136874,17268,6132,1,8,368,2182,1290,84,73
136875,17268,5698,2,8,369,2277,1095,77,74
136884,17269,7425,2,8,366,2503,1574,99,75
136885,17269,2272,2,8,367,2545,1428,32,71
136886,17269,6142,1,8,368,2181,1279,83,74
136887,17269,5850,2,8,369,2278,1085,78,75
136896,17270,7326,2,8,366,2504,1565,99,74
136897,17270,2272,2,8,367,2545,1415,32,71
136898,17270,6142,1,8,368,2180,1268,83,74
136899,17270,5850,2,8,369,2279,1074,78,75
136908,17271,7154,2,8,366,2504,1555,98,73
136909,17271,2343,2,8,367,2544,1408,33,71
136910,17271,6150,1,8,368,2179,1257,82,75
136911,17271,6004,2,8,369,2280,1064,79,76
136920,17272,7056,2,8,366,2505,1546,98,72
136921,17272,2380,2,8,367,2544,1402,34,70
136922,17272,6308,1,8,368,2178,1252,83,76
136923,17272,6160,2,8,369,2280,1053,80,77
136932,17273,6887,2,8,366,2505,1536,97,71
136933,17273,2450,2,8,367,2543,1395,35,70
136934,17273,6460,1,8,368,2176,1248,85,76
136935,17273,6318,2,8,369,2281,1043,81,78
136944,17274,6887,2,8,366,2505,1532,97,71
136945,17274,2484,2,8,367,2543,1389,36,69
136946,17274,6622,1,8,368,2175,1243,86,77
136947,17274,6318,2,8,369,2282,1042,81,78
136956,17275,6887,2,8,366,2505,1529,97,71
136957,17275,2553,2,8,367,2542,1382,37,69
136958,17275,6776,1,8,368,2173,1238,88,77
136959,17275,6314,2,8,369,2282,1040,82,77
136968,17276,6984,2,8,366,2506,1525,97,72
136969,17276,2584,2,8,367,2542,1376,38,68
136970,17276,6942,1,8,368,2172,1233,89,78
136971,17276,6314,2,8,369,2283,1039,82,77
136980,17277,6984,2,8,366,2506,1522,97,72
136981,17277,2652,2,8,367,2541,1369,39,68
136982,17277,7098,1,8,368,2170,1229,91,78
136983,17277,6232,2,8,369,2283,1038,82,76
136992,17278,6984,2,8,366,2506,1518,97,72
136993,17278,2613,2,8,367,2541,1369,39,67
136994,17278,7268,1,8,368,2169,1224,92,79
136995,17278,6308,2,8,369,2284,1037,83,76
137004,17279,6912,2,8,366,2507,1518,96,72
137005,17279,2613,2,8,367,2541,1369,39,67
137006,17279,7254,1,8,368,2167,1225,93,78
137007,17279,6225,2,8,369,2284,1035,83,75
137016,17280,7008,2,8,366,2507,1518,96,73
137017,17280,2640,2,8,367,2541,1369,40,66
137018,17280,7238,1,8,368,2165,1227,94,77
137019,17280,6225,2,8,369,2285,1034,83,75
137028,17281,6935,2,8,366,2508,1518,95,73
137029,17281,2600,2,8,367,2541,1369,40,65
137030,17281,7220,1,8,368,2163,1228,95,76
137031,17281,6142,2,8,369,2285,1033,83,74
137040,17282,7030,2,8,366,2509,1517,95,74
137041,17282,2560,2,8,367,2541,1369,40,64
137042,17282,7200,1,8,368,2161,1229,96,75
137043,17282,6216,2,8,369,2286,1031,84,74
137052,17283,6956,2,8,366,2510,1517,94,74
137053,17283,2560,2,8,367,2541,1369,40,64
137054,17283,7200,1,8,368,2158,1231,96,75
137055,17283,6132,2,8,369,2286,1030,84,73
137064,17284,7050,2,8,366,2510,1517,94,75
137065,17284,2520,2,8,367,2540,1368,40,63
137066,17284,7178,1,8,368,2156,1232,97,74
137067,17284,5822,2,8,369,2287,1031,82,71
137076,17285,6975,2,8,366,2511,1517,93,75
137077,17285,2480,2,8,367,2540,1368,40,62
137078,17285,7154,1,8,368,2154,1233,98,73
137079,17285,5520,2,8,369,2288,1032,80,69
137088,17286,6900,2,8,366,2512,1517,92,75
137089,17286,2501,2,8,367,2540,1368,41,61
137090,17286,7128,1,8,368,2152,1235,99,72
137091,17286,5236,2,8,369,2288,1033,77,68
137100,17287,6992,2,8,366,2512,1517,92,76
137101,17287,2501,2,8,367,2540,1368,41,61
137102,17287,7100,1,8,368,2150,1236,100,71
137103,17287,4950,2,8,369,2289,1034,75,66
137112,17288,6916,2,8,366,2513,1517,91,76
137113,17288,2460,2,8,367,2540,1368,41,60
137114,17288,7272,1,8,368,2149,1236,101,72
137115,17288,4672,2,8,369,2290,1035,73,64
137124,17289,7007,2,8,366,2514,1516,91,77
137125,17289,2419,2,8,367,2540,1368,41,59
137126,17289,7373,1,8,368,2147,1236,101,73
137127,17289,4402,2,8,369,2291,1036,71,62
137136,17290,6930,2,8,366,2515,1516,90,77
137137,17290,2460,2,8,367,2540,1368,41,60
137138,17290,7446,1,8,368,2146,1235,102,73
137139,17290,4148,2,8,369,2291,1037,68,61
137148,17291,7020,2,8,366,2515,1516,90,78
137149,17291,2501,2,8,367,2540,1367,41,61
137150,17291,7548,1,8,368,2144,1235,102,74
137151,17291,3894,2,8,369,2292,1038,66,59
137160,17292,6942,2,8,366,2516,1516,89,78
137161,17292,2542,2,8,367,2540,1367,41,62
137162,17292,7725,1,8,368,2143,1235,103,75
137163,17292,3648,2,8,369,2293,1039,64,57
137172,17293,6942,2,8,366,2516,1517,89,78
137173,17293,2583,2,8,367,2540,1367,41,63
137174,17293,7904,1,8,368,2141,1235,104,76
137175,17293,3584,2,8,369,2292,1040,64,56
137184,17294,6942,2,8,366,2516,1517,89,78
137185,17294,2688,2,8,367,2540,1367,42,64
137186,17294,8008,1,8,368,2140,1235,104,77
137187,17294,3465,2,8,369,2291,1040,63,55
137196,17295,7031,2,8,366,2516,1518,89,79
137197,17295,2688,2,8,367,2539,1366,42,64
137198,17295,8085,1,8,368,2138,1234,105,77
137199,17295,3465,2,8,369,2290,1041,63,55
137208,17296,7031,2,8,366,2516,1518,89,79
137209,17296,2730,2,8,367,2539,1366,42,65
137210,17296,8190,1,8,368,2137,1234,105,78
137211,17296,3348,2,8,369,2289,1041,62,54
137220,17297,6952,2,8,366,2516,1519,88,79
137221,17297,2772,2,8,367,2539,1366,42,66
137222,17297,8374,1,8,368,2135,1234,106,79
137223,17297,3286,2,8,369,2288,1042,62,53
137232,17298,6952,2,8,366,2516,1519,88,79
137233,17298,2814,2,8,367,2539,1365,42,67
137234,17298,8034,1,8,368,2135,1235,103,78
137235,17298,3224,2,8,369,2287,1043,62,52
137244,17299,7040,2,8,366,2516,1520,88,80
137245,17299,2856,2,8,367,2539,1365,42,68
137246,17299,7878,1,8,368,2135,1237,101,78
137247,17299,3172,2,8,369,2285,1043,61,52
137256,17300,7040,2,8,366,2516,1520,88,80
137257,17300,2924,2,8,367,2537,1365,43,68
137258,17300,7546,1,8,368,2135,1238,98,77
137259,17300,3111,2,8,369,2284,1044,61,51
137268,17301,7040,2,8,366,2516,1521,88,80
137269,17301,2967,2,8,367,2536,1364,43,69
137270,17301,7315,1,8,368,2135,1239,95,77
137271,17301,3050,2,8,369,2283,1045,61,50
137280,17302,6468,2,8,366,2516,1522,84,77
137281,17302,3036,2,8,367,2534,1364,44,69
137282,17302,6992,1,8,368,2135,1240,92,76
137283,17302,2940,2,8,369,2282,1045,60,49
137292,17303,5913,2,8,366,2516,1522,81,73
137293,17303,3105,2,8,367,2533,1364,45,69
137294,17303,6750,1,8,368,2135,1242,90,75
137295,17303,2940,2,8,369,2281,1046,60,49
137304,17304,5390,2,8,366,2516,1523,77,70
137305,17304,3105,2,8,367,2531,1363,45,69
137306,17304,6525,1,8,368,2135,1243,87,75
137307,17304,2832,2,8,369,2280,1046,59,48
137316,17305,4818,2,8,366,2516,1523,73,66
137317,17305,3220,2,8,367,2529,1363,46,70
137318,17305,6216,1,8,368,2135,1244,84,74
137319,17305,2773,2,8,369,2279,1047,59,47
137328,17306,4410,2,8,366,2516,1524,70,63
137329,17306,3220,2,8,367,2528,1362,46,70
137330,17306,6300,1,8,368,2134,1245,84,75
137331,17306,2880,2,8,369,2277,1047,60,48
137340,17307,3894,2,8,366,2516,1524,66,59
137341,17307,3290,2,8,367,2526,1362,47,70
137342,17307,6460,1,8,368,2133,1245,85,76
137343,17307,2989,2,8,369,2275,1047,61,49
137352,17308,3835,2,8,366,2516,1525,65,59
137353,17308,3243,2,8,367,2525,1362,47,69
137354,17308,6460,1,8,368,2132,1246,85,76
137355,17308,3100,2,8,369,2274,1046,62,50
137364,17309,3712,2,8,366,2516,1525,64,58
137365,17309,3243,2,8,367,2525,1362,47,69
137366,17309,6545,1,8,368,2131,1247,85,77
137367,17309,3264,2,8,369,2272,1046,64,51
137376,17310,3654,2,8,366,2517,1526,63,58
137377,17310,3196,2,8,367,2524,1362,47,68
137378,17310,6630,1,8,368,2129,1247,85,78
137379,17310,3380,2,8,369,2270,1046,65,52
137388,17311,3534,2,8,366,2517,1526,62,57
137389,17311,3196,2,8,367,2523,1362,47,68
137390,17311,6794,1,8,368,2128,1248,86,79
137391,17311,3498,2,8,369,2268,1046,66,53
137400,17312,3534,2,8,366,2517,1527,62,57
137401,17312,3149,2,8,367,2522,1362,47,67
137402,17312,6794,1,8,368,2127,1248,86,79
137403,17312,3551,2,8,369,2267,1045,67,53
137412,17313,3477,2,8,366,2517,1528,61,57
137413,17313,3149,2,8,367,2522,1362,47,67
137414,17313,6880,1,8,368,2126,1249,86,80
137415,17313,3672,2,8,369,2265,1045,68,54
137424,17314,3360,2,8,366,2518,1528,60,56
137425,17314,3168,2,8,367,2521,1362,48,66
137426,17314,6966,1,8,368,2125,1250,86,81
137427,17314,3795,2,8,369,2263,1045,69,55
137436,17315,3304,2,8,366,2518,1529,59,56
137437,17315,3120,2,8,367,2520,1362,48,65
137438,17315,6966,1,8,368,2125,1250,86,81
137439,17315,3976,2,8,369,2261,1045,71,56
137448,17316,3190,2,8,366,2518,1529,58,55
137449,17316,3120,2,8,367,2520,1362,48,65
137450,17316,7052,1,8,368,2124,1251,86,82
137451,17316,4104,2,8,369,2260,1044,72,57
137460,17317,3135,2,8,366,2518,1530,57,55
137461,17317,3072,2,8,367,2519,1362,48,64
137462,17317,7138,1,8,368,2123,1252,86,83
137463,17317,4234,2,8,369,2258,1044,73,58
137472,17318,3024,2,8,366,2519,1530,56,54
137473,17318,3072,2,8,367,2518,1362,48,64
137474,17318,7224,1,8,368,2122,1253,86,84
137475,17318,4366,2,8,369,2256,1044,74,59
137484,17319,2970,2,8,366,2519,1531,55,54
137485,17319,3024,2,8,367,2517,1362,48,63
137486,17319,7140,1,8,368,2122,1253,85,84
137487,17319,4440,2,8,369,2257,1044,74,60
137496,17320,2970,2,8,366,2519,1532,55,54
137497,17320,3024,2,8,367,2517,1362,48,63
137498,17320,7225,1,8,368,2121,1254,85,85
137499,17320,4440,2,8,369,2258,1044,74,60
137508,17321,2862,2,8,366,2519,1532,54,53
137509,17321,2976,2,8,367,2516,1362,48,62
137510,17321,7310,1,8,368,2120,1255,85,86
137511,17321,4514,2,8,369,2258,1044,74,61
137520,17322,2809,2,8,366,2520,1533,53,53
137521,17322,2928,2,8,367,2516,1362,48,61
137522,17322,7395,1,8,368,2119,1256,85,87
137523,17322,4588,2,8,369,2259,1044,74,62
137532,17323,2704,2,8,366,2520,1533,52,52
137533,17323,2880,2,8,367,2516,1362,48,60
137534,17323,7395,1,8,368,2119,1256,85,87
137535,17323,4588,2,8,369,2260,1044,74,62
137544,17324,2652,2,8,366,2520,1534,51,52
137545,17324,2891,2,8,367,2516,1362,49,59
137546,17324,7480,1,8,368,2118,1257,85,88
137547,17324,4662,2,8,369,2261,1044,74,63
137556,17325,2756,2,8,366,2520,1534,52,53
137557,17325,2842,2,8,367,2516,1362,49,58
137558,17325,7395,1,8,368,2117,1257,85,87
137559,17325,4662,2,8,369,2261,1044,74,63
137568,17326,2756,2,8,366,2520,1534,52,53
137569,17326,2793,2,8,367,2516,1362,49,57
137570,17326,7225,1,8,368,2116,1258,85,85
137571,17326,4736,2,8,369,2262,1044,74,64
137580,17327,2862,2,8,366,2520,1534,53,54
137581,17327,2793,2,8,367,2516,1363,49,57
137582,17327,7056,1,8,368,2116,1258,84,84
137583,17327,4884,2,8,369,2263,1043,74,66
137592,17328,2915,2,8,366,2519,1534,53,55
137593,17328,2744,2,8,367,2516,1363,49,56
137594,17328,6972,1,8,368,2115,1258,84,83
137595,17328,4958,2,8,369,2265,1043,74,67
137604,17329,2970,2,8,366,2519,1534,54,55
137605,17329,2695,2,8,367,2516,1363,49,55
137606,17329,6804,1,8,368,2114,1259,84,81
137607,17329,5106,2,8,369,2266,1042,74,69
137616,17330,3024,2,8,366,2519,1533,54,56
137617,17330,2700,2,8,367,2516,1363,50,54
137618,17330,6720,1,8,368,2113,1259,84,80
137619,17330,5180,2,8,369,2268,1042,74,70
137628,17331,3135,2,8,366,2519,1533,55,57
137629,17331,2650,2,8,367,2516,1363,50,53
137630,17331,6557,1,8,368,2113,1259,83,79
137631,17331,5256,2,8,369,2269,1041,73,72
137640,17332,3192,2,8,366,2519,1533,56,57
137641,17332,2600,2,8,367,2516,1363,50,52
137642,17332,6391,1,8,368,2112,1260,83,77
137643,17332,5329,2,8,369,2271,1041,73,73
137652,17333,3248,2,8,366,2519,1533,56,58
137653,17333,2550,2,8,367,2516,1363,50,51
137654,17333,6308,1,8,368,2111,1260,83,76
137655,17333,5475,2,8,369,2272,1040,73,75
137664,17334,3363,2,8,366,2519,1533,57,59
137665,17334,2499,2,8,367,2517,1363,49,51
137666,17334,6232,1,8,368,2111,1261,82,76
137667,17334,5548,2,8,369,2274,1040,73,76
137676,17335,3363,2,8,366,2518,1533,57,59
137677,17335,2450,2,8,367,2517,1363,49,50
137678,17335,6314,1,8,368,2110,1262,82,77
137679,17335,5694,2,8,369,2275,1039,73,78
137688,17336,3480,2,8,366,2518,1533,58,60
137689,17336,2352,2,8,367,2517,1363,48,49
137690,17336,6237,1,8,368,2110,1264,81,77
137691,17336,5772,2,8,369,2276,1039,74,78
137700,17337,3538,2,8,366,2518,1533,58,61
137701,17337,2352,2,8,367,2518,1363,48,49
137702,17337,6240,1,8,368,2110,1265,80,78
137703,17337,5925,2,8,369,2276,1039,75,79
137712,17338,3599,2,8,366,2518,1533,59,61
137713,17338,2256,2,8,367,2518,1363,47,48
137714,17338,6240,1,8,368,2109,1266,80,78
137715,17338,5925,2,8,369,2277,1040,75,79
137724,17339,3720,2,8,366,2518,1533,60,62
137725,17339,2209,2,8,367,2518,1362,47,47
137726,17339,6241,1,8,368,2109,1267,79,79
137727,17339,6004,2,8,369,2277,1040,76,79
137736,17340,3780,2,8,366,2518,1532,60,63
137737,17340,2162,2,8,367,2519,1362,46,47
137738,17340,6241,1,8,368,2108,1268,79,79
137739,17340,6083,2,8,369,2278,1040,77,79
137748,17341,3843,2,8,366,2518,1532,61,63
137749,17341,2116,2,8,367,2519,1362,46,46
137750,17341,6240,1,8,368,2108,1269,78,80
137751,17341,6240,2,8,369,2278,1040,78,80
137760,17342,3904,2,8,366,2517,1532,61,64
137761,17342,2025,2,8,367,2519,1362,45,45
137762,17342,6160,1,8,368,2108,1271,77,80
137763,17342,6320,2,8,369,2279,1040,79,80
137772,17343,4030,2,8,366,2517,1532,62,65
137773,17343,2025,2,8,367,2520,1362,45,45
137774,17343,6237,1,8,368,2107,1272,77,81
137775,17343,6400,2,8,369,2279,1040,80,80
137784,17344,4030,2,8,366,2517,1532,62,65
137785,17344,1936,2,8,367,2520,1362,44,44
137786,17344,6156,1,8,368,2107,1273,76,81
137787,17344,6400,2,8,369,2280,1041,80,80
137796,17345,4158,2,8,366,2517,1532,63,66
137797,17345,2025,2,8,367,2520,1362,45,45
137798,17345,6396,1,8,368,2104,1273,78,82
137799,17345,6561,2,8,369,2280,1041,81,81
137808,17346,4154,2,8,366,2517,1531,62,67
137809,17346,2025,2,8,367,2519,1361,45,45
137810,17346,6478,1,8,368,2101,1273,79,82
137811,17346,6642,2,8,369,2281,1041,82,81
137820,17347,4209,2,8,366,2516,1530,61,69
137821,17347,2116,2,8,367,2519,1361,46,46
137822,17347,6723,1,8,368,2098,1274,81,83
137823,17347,6560,2,8,369,2282,1041,82,80
137832,17348,4200,2,8,366,2516,1529,60,70
137833,17348,2162,2,8,367,2519,1360,46,47
137834,17348,6806,1,8,368,2095,1274,82,83
137835,17348,6318,2,8,369,2282,1041,81,78
137844,17349,4331,2,8,366,2515,1530,61,71
137845,17349,2209,2,8,367,2518,1360,47,47
137846,17349,7056,1,8,368,2092,1274,84,84
137847,17349,6237,2,8,369,2283,1042,81,77
137856,17350,4526,2,8,366,2513,1532,62,73
137857,17350,2256,2,8,367,2518,1359,47,48
137858,17350,7310,1,8,368,2089,1274,86,85
137859,17350,6080,2,8,369,2283,1042,80,76
137868,17351,4662,2,8,366,2512,1533,63,74
137869,17351,2304,2,8,367,2517,1359,48,48
137870,17351,7395,1,8,368,2085,1274,87,85
137871,17351,5920,2,8,369,2284,1042,80,74
137880,17352,4875,2,8,366,2509,1534,65,75
137881,17352,2352,2,8,367,2517,1358,48,49
137882,17352,7654,1,8,368,2082,1274,89,86
137883,17352,5767,2,8,369,2284,1042,79,73
137892,17353,5159,2,8,366,2507,1534,67,77
137893,17353,2256,2,8,367,2519,1355,47,48
137894,17353,7740,1,8,368,2079,1275,90,86
137895,17353,5688,2,8,369,2285,1043,79,72
137904,17354,5382,2,8,366,2504,1535,69,78
137905,17354,2209,2,8,367,2517,1354,47,47
137906,17354,8004,1,8,368,2076,1275,92,87
137907,17354,5460,2,8,369,2285,1043,78,70
137916,17355,5609,2,8,366,2501,1535,71,79
137917,17355,2070,2,8,367,2514,1353,46,45
137918,17355,8091,1,8,368,2073,1275,93,87
137919,17355,5382,2,8,369,2286,1043,78,69
137928,17356,5360,2,8,366,2498,1536,67,80
137929,17356,2024,2,8,367,2512,1352,46,44
137930,17356,8360,1,8,368,2070,1275,95,88
137931,17356,5451,2,8,369,2272,1042,79,69
137940,17357,5751,2,8,366,2482,1530,71,81
137941,17357,1935,2,8,367,2498,1351,45,43
137942,17357,8272,1,8,368,2052,1276,94,88
137943,17357,5600,2,8,369,2257,1041,80,70
137952,17358,5740,2,8,366,2466,1524,70,82
137953,17358,1935,2,8,367,2481,1347,45,43
137954,17358,8366,1,8,368,2035,1276,94,89
137955,17358,5600,2,8,369,2243,1040,80,70
137964,17359,5810,2,8,366,2451,1519,70,83
137965,17359,1936,2,8,367,2463,1344,44,44
137966,17359,8277,1,8,368,2017,1277,93,89
137967,17359,5670,2,8,369,2228,1039,81,70
137976,17360,5796,2,8,366,2435,1513,69,84
137977,17360,1936,2,8,367,2446,1340,44,44
137978,17360,8188,1,8,368,1999,1277,92,89
137979,17360,5304,2,8,369,2214,1039,78,68
137988,17361,6396,2,8,366,2416,1511,78,82
137989,17361,1892,2,8,367,2428,1336,43,44
137990,17361,8099,1,8,368,1981,1278,91,89
137991,17361,5025,2,8,369,2200,1039,75,67
138000,17362,4256,2,8,366,2415,1509,56,76
138001,17362,1640,2,8,367,2416,1334,40,41
138002,17362,8190,1,8,368,1964,1278,91,90
138003,17362,4680,2,8,369,2186,1039,72,65
138012,17363,4050,2,8,366,2408,1507,54,75
138013,17363,1804,2,8,367,2404,1332,41,44
138014,17363,8100,1,8,368,1946,1279,90,90
138015,17363,4352,2,8,369,2171,1038,68,64
138024,17364,3869,2,8,366,2400,1505,53,73
138025,17364,1932,2,8,367,2392,1329,42,46
138026,17364,7917,1,8,368,1938,1280,87,91
138027,17364,4030,2,8,369,2157,1038,65,62
138036,17365,3672,2,8,366,2393,1503,51,72
138037,17365,1974,2,8,367,2383,1327,42,47
138038,17365,7644,1,8,368,1930,1281,84,91
138039,17365,3782,2,8,369,2143,1038,62,61
138048,17366,3500,2,8,366,2384,1501,50,70
138049,17366,1927,2,8,367,2373,1326,41,47
138050,17366,7452,1,8,368,1922,1282,81,92
138051,17366,3481,2,8,369,2129,1038,59,59
138060,17367,3450,2,8,366,2376,1499,50,69
138061,17367,1968,2,8,367,2364,1324,41,48
138062,17367,7176,1,8,368,1914,1284,78,92
138063,17367,3422,2,8,369,2114,1038,59,58
138072,17368,3283,2,8,366,2367,1497,49,67
138073,17368,2050,2,8,367,2353,1322,41,50
138074,17368,6882,1,8,368,1905,1285,74,93
138075,17368,3420,2,8,369,2100,1039,60,57
138084,17369,3234,2,8,366,2355,1495,49,66
138085,17369,2040,2,8,367,2343,1320,40,51
138086,17369,6603,1,8,368,1897,1286,71,93
138087,17369,3360,2,8,369,2085,1039,60,56
138096,17370,3120,2,8,366,2344,1494,48,65
138097,17370,2120,2,8,367,2332,1318,40,53
138098,17370,6392,1,8,368,1889,1287,68,94
138099,17370,3300,2,8,369,2071,1039,60,55
138108,17371,3072,2,8,366,2332,1492,48,64
138109,17371,2106,2,8,367,2321,1316,39,54
138110,17371,6110,1,8,368,1881,1288,65,94
138111,17371,3294,2,8,369,2056,1040,61,54
138120,17372,2961,2,8,366,2320,1490,47,63
138121,17372,2090,2,8,367,2304,1314,38,55
138122,17372,6144,1,8,368,1864,1289,64,96
138123,17372,3233,2,8,369,2042,1040,61,53
138132,17373,2790,2,8,366,2306,1489,45,62
138133,17373,2128,2,8,367,2288,1312,38,56
138134,17373,6272,1,8,368,1848,1289,64,98
138135,17373,3172,2,8,369,2027,1040,61,52
138144,17374,2623,2,8,366,2292,1487,43,61
138145,17374,2109,2,8,367,2271,1310,37,57
138146,17374,6300,1,8,368,1831,1290,63,100
138147,17374,3162,2,8,369,2013,1041,62,51
138156,17375,2640,2,8,366,2275,1485,44,60
138157,17375,2109,2,8,367,2254,1308,37,57
138158,17375,6489,1,8,368,1814,1291,63,103
138159,17375,3100,2,8,369,1998,1041,62,50
138168,17376,2552,2,8,366,2257,1483,44,58
138169,17376,2088,2,8,367,2237,1306,36,58
138170,17376,6510,1,8,368,1797,1292,62,105
138171,17376,3150,2,8,369,1982,1042,63,50
138180,17377,2820,2,8,366,2238,1482,47,60
138181,17377,2124,2,8,367,2221,1304,36,59
138182,17377,6634,1,8,368,1781,1292,62,107
138183,17377,3150,2,8,369,1966,1042,63,50
138192,17378,3050,2,8,366,2218,1481,50,61
138193,17378,2100,2,8,367,2204,1302,35,60
138194,17378,6649,1,8,368,1764,1293,61,109
138195,17378,3200,2,8,369,1950,1043,64,50
138204,17379,3038,2,8,366,2204,1475,49,62
138205,17379,2088,2,8,367,2197,1301,36,58
138206,17379,6540,1,8,368,1757,1295,60,109
138207,17379,3136,2,8,369,1935,1044,64,49
138216,17380,3150,2,8,366,2195,1475,50,63
138217,17380,2072,2,8,367,2190,1300,37,56
138218,17380,6380,1,8,368,1751,1297,58,110
138219,17380,3185,2,8,369,1919,1045,65,49
138228,17381,3315,2,8,366,2186,1474,51,65
138229,17381,1998,2,8,367,2183,1299,37,54
138230,17381,6270,1,8,368,1744,1299,57,110
138231,17381,3185,2,8,369,1903,1045,65,49
138240,17382,3432,2,8,366,2177,1474,52,66
138241,17382,1976,2,8,367,2176,1298,38,52
138242,17382,6160,1,8,368,1738,1300,56,110
